lsoa11cd,index_domain,measure,value
E01025204,"Education, Skills and Training Deprivation",Decile,9
E01025211,"Education, Skills and Training Deprivation",Decile,10
E01025181,"Education, Skills and Training Deprivation",Decile,1
E01025182,"Education, Skills and Training Deprivation",Decile,1
E01025183,"Education, Skills and Training Deprivation",Decile,1
E01025184,"Education, Skills and Training Deprivation",Decile,1
E01025188,"Education, Skills and Training Deprivation",Decile,2
E01025189,"Education, Skills and Training Deprivation",Decile,1
E01025210,"Education, Skills and Training Deprivation",Decile,2
E01025217,"Education, Skills and Training Deprivation",Decile,1
E01025218,"Education, Skills and Training Deprivation",Decile,1
E01025219,"Education, Skills and Training Deprivation",Decile,1
E01025224,"Education, Skills and Training Deprivation",Decile,2
E01025225,"Education, Skills and Training Deprivation",Decile,5
E01025229,"Education, Skills and Training Deprivation",Decile,2
E01025230,"Education, Skills and Training Deprivation",Decile,1
E01025187,"Education, Skills and Training Deprivation",Decile,4
E01025190,"Education, Skills and Training Deprivation",Decile,5
E01025209,"Education, Skills and Training Deprivation",Decile,3
E01025216,"Education, Skills and Training Deprivation",Decile,3
E01025185,"Education, Skills and Training Deprivation",Decile,2
E01025186,"Education, Skills and Training Deprivation",Decile,2
E01025212,"Education, Skills and Training Deprivation",Decile,7
E01025213,"Education, Skills and Training Deprivation",Decile,4
E01025214,"Education, Skills and Training Deprivation",Decile,7
E01025215,"Education, Skills and Training Deprivation",Decile,2
E01025315,"Education, Skills and Training Deprivation",Decile,10
E01025320,"Education, Skills and Training Deprivation",Decile,8
E01025331,"Education, Skills and Training Deprivation",Decile,8
E01025348,"Education, Skills and Training Deprivation",Decile,8
E01025349,"Education, Skills and Training Deprivation",Decile,10
E01025334,"Education, Skills and Training Deprivation",Decile,8
E01025344,"Education, Skills and Training Deprivation",Decile,9
E01025345,"Education, Skills and Training Deprivation",Decile,9
E01025346,"Education, Skills and Training Deprivation",Decile,9
E01025347,"Education, Skills and Training Deprivation",Decile,8
E01025329,"Education, Skills and Training Deprivation",Decile,4
E01025330,"Education, Skills and Training Deprivation",Decile,7
E01025335,"Education, Skills and Training Deprivation",Decile,4
E01025338,"Education, Skills and Training Deprivation",Decile,7
E01025339,"Education, Skills and Training Deprivation",Decile,5
E01025322,"Education, Skills and Training Deprivation",Decile,8
E01025326,"Education, Skills and Training Deprivation",Decile,8
E01025327,"Education, Skills and Training Deprivation",Decile,8
E01025342,"Education, Skills and Training Deprivation",Decile,9
E01025321,"Education, Skills and Training Deprivation",Decile,8
E01025340,"Education, Skills and Training Deprivation",Decile,9
E01025341,"Education, Skills and Training Deprivation",Decile,10
E01025343,"Education, Skills and Training Deprivation",Decile,7
E01025354,"Education, Skills and Training Deprivation",Decile,10
E01025316,"Education, Skills and Training Deprivation",Decile,9
E01025317,"Education, Skills and Training Deprivation",Decile,8
E01025325,"Education, Skills and Training Deprivation",Decile,5
E01025328,"Education, Skills and Training Deprivation",Decile,9
E01025318,"Education, Skills and Training Deprivation",Decile,8
E01025319,"Education, Skills and Training Deprivation",Decile,10
E01025333,"Education, Skills and Training Deprivation",Decile,9
E01025350,"Education, Skills and Training Deprivation",Decile,10
E01025351,"Education, Skills and Training Deprivation",Decile,9
E01025323,"Education, Skills and Training Deprivation",Decile,9
E01025324,"Education, Skills and Training Deprivation",Decile,9
E01025332,"Education, Skills and Training Deprivation",Decile,10
E01025336,"Education, Skills and Training Deprivation",Decile,10
E01025337,"Education, Skills and Training Deprivation",Decile,10
E01025352,"Education, Skills and Training Deprivation",Decile,10
E01025353,"Education, Skills and Training Deprivation",Decile,10
E01025355,"Education, Skills and Training Deprivation",Decile,10
E01025361,"Education, Skills and Training Deprivation",Decile,9
E01025362,"Education, Skills and Training Deprivation",Decile,8
E01025393,"Education, Skills and Training Deprivation",Decile,6
E01025363,"Education, Skills and Training Deprivation",Decile,7
E01025364,"Education, Skills and Training Deprivation",Decile,9
E01025366,"Education, Skills and Training Deprivation",Decile,5
E01025395,"Education, Skills and Training Deprivation",Decile,7
E01025396,"Education, Skills and Training Deprivation",Decile,2
E01025397,"Education, Skills and Training Deprivation",Decile,4
E01025398,"Education, Skills and Training Deprivation",Decile,4
E01025367,"Education, Skills and Training Deprivation",Decile,7
E01025368,"Education, Skills and Training Deprivation",Decile,4
E01025369,"Education, Skills and Training Deprivation",Decile,3
E01025381,"Education, Skills and Training Deprivation",Decile,1
E01025382,"Education, Skills and Training Deprivation",Decile,2
E01025383,"Education, Skills and Training Deprivation",Decile,6
E01025356,"Education, Skills and Training Deprivation",Decile,3
E01025373,"Education, Skills and Training Deprivation",Decile,9
E01025385,"Education, Skills and Training Deprivation",Decile,2
E01025387,"Education, Skills and Training Deprivation",Decile,7
E01033281,"Education, Skills and Training Deprivation",Decile,5
E01025377,"Education, Skills and Training Deprivation",Decile,10
E01025378,"Education, Skills and Training Deprivation",Decile,9
E01025379,"Education, Skills and Training Deprivation",Decile,4
E01025380,"Education, Skills and Training Deprivation",Decile,9
E01025357,"Education, Skills and Training Deprivation",Decile,7
E01025358,"Education, Skills and Training Deprivation",Decile,10
E01025365,"Education, Skills and Training Deprivation",Decile,9
E01025384,"Education, Skills and Training Deprivation",Decile,8
E01025359,"Education, Skills and Training Deprivation",Decile,3
E01025360,"Education, Skills and Training Deprivation",Decile,6
E01025375,"Education, Skills and Training Deprivation",Decile,7
E01025376,"Education, Skills and Training Deprivation",Decile,3
E01025371,"Education, Skills and Training Deprivation",Decile,3
E01025374,"Education, Skills and Training Deprivation",Decile,5
E01025391,"Education, Skills and Training Deprivation",Decile,2
E01025392,"Education, Skills and Training Deprivation",Decile,6
E01025394,"Education, Skills and Training Deprivation",Decile,5
E01025370,"Education, Skills and Training Deprivation",Decile,5
E01025388,"Education, Skills and Training Deprivation",Decile,4
E01025389,"Education, Skills and Training Deprivation",Decile,2
E01025390,"Education, Skills and Training Deprivation",Decile,3
E01012607,Health Deprivation and Disability,Score,0.441
E01012608,Health Deprivation and Disability,Score,1.296
E01012633,Health Deprivation and Disability,Score,0.765
E01012634,Health Deprivation and Disability,Score,0.685
E01012635,Health Deprivation and Disability,Score,0.223
E01012636,Health Deprivation and Disability,Score,0.125
E01012581,Health Deprivation and Disability,Score,-0.082
E01012582,Health Deprivation and Disability,Score,-0.223
E01012583,Health Deprivation and Disability,Score,-0.323
E01012587,Health Deprivation and Disability,Score,0.789
E01012588,Health Deprivation and Disability,Score,0.676
E01012574,Health Deprivation and Disability,Score,1.643
E01012577,Health Deprivation and Disability,Score,1.319
E01012578,Health Deprivation and Disability,Score,1.296
E01012605,Health Deprivation and Disability,Score,0.947
E01012606,Health Deprivation and Disability,Score,0.907
E01012579,Health Deprivation and Disability,Score,1.413
E01012580,Health Deprivation and Disability,Score,0.889
E01012642,Health Deprivation and Disability,Score,1.491
E01012645,Health Deprivation and Disability,Score,-0.052
E01012585,Health Deprivation and Disability,Score,0.858
E01012586,Health Deprivation and Disability,Score,1.219
E01012656,Health Deprivation and Disability,Score,1.639
E01012657,Health Deprivation and Disability,Score,1.414
E01012658,Health Deprivation and Disability,Score,1.254
E01012629,Health Deprivation and Disability,Score,1.575
E01012631,Health Deprivation and Disability,Score,2.069
E01012643,Health Deprivation and Disability,Score,1.711
E01012644,Health Deprivation and Disability,Score,0.477
E01012655,Health Deprivation and Disability,Score,3.458
E01012571,Health Deprivation and Disability,Score,1.616
E01012572,Health Deprivation and Disability,Score,1.739
E01012573,Health Deprivation and Disability,Score,0.906
E01012575,Health Deprivation and Disability,Score,2.128
E01012630,Health Deprivation and Disability,Score,0.657
E01012576,Health Deprivation and Disability,Score,1.487
E01012637,Health Deprivation and Disability,Score,2.059
E01012638,Health Deprivation and Disability,Score,2.675
E01012639,Health Deprivation and Disability,Score,1.914
E01012640,Health Deprivation and Disability,Score,1.322
E01012641,Health Deprivation and Disability,Score,1.623
E01012595,Health Deprivation and Disability,Score,1.662
E01012596,Health Deprivation and Disability,Score,1.348
E01012622,Health Deprivation and Disability,Score,2.56
E01012623,Health Deprivation and Disability,Score,0.929
E01012624,Health Deprivation and Disability,Score,1.984
E01012625,Health Deprivation and Disability,Score,1.442
E01012584,Health Deprivation and Disability,Score,-0.181
E01012609,Health Deprivation and Disability,Score,-0.218
E01012610,Health Deprivation and Disability,Score,0.325
E01012611,Health Deprivation and Disability,Score,0.026
E01012612,Health Deprivation and Disability,Score,0.295
E01012613,Health Deprivation and Disability,Score,0.681
E01012600,Health Deprivation and Disability,Score,2.035
E01012601,Health Deprivation and Disability,Score,2.253
E01012602,Health Deprivation and Disability,Score,0.514
E01012603,Health Deprivation and Disability,Score,2.202
E01012604,Health Deprivation and Disability,Score,0.649
E01012632,Health Deprivation and Disability,Score,1.306
E01012594,Health Deprivation and Disability,Score,1.506
E01012618,Health Deprivation and Disability,Score,0.421
E01012619,Health Deprivation and Disability,Score,1.84
E01012620,Health Deprivation and Disability,Score,0.545
E01012621,Health Deprivation and Disability,Score,1.813
E01012593,Health Deprivation and Disability,Score,0.582
E01012597,Health Deprivation and Disability,Score,0.231
E01012598,Health Deprivation and Disability,Score,-0.423
E01012599,Health Deprivation and Disability,Score,0.624
E01012589,Health Deprivation and Disability,Score,1.8
E01012590,Health Deprivation and Disability,Score,1.275
E01012591,Health Deprivation and Disability,Score,2.086
E01012648,Health Deprivation and Disability,Score,1.196
E01012652,Health Deprivation and Disability,Score,0.1
E01012617,Health Deprivation and Disability,Score,1.151
E01012646,Health Deprivation and Disability,Score,1.872
E01012647,Health Deprivation and Disability,Score,1.658
E01012650,Health Deprivation and Disability,Score,1.372
E01012649,Health Deprivation and Disability,Score,1.965
E01012651,Health Deprivation and Disability,Score,0.233
E01012653,Health Deprivation and Disability,Score,0.757
E01012654,Health Deprivation and Disability,Score,1.305
E01012614,Health Deprivation and Disability,Score,0.082
E01012615,Health Deprivation and Disability,Score,1.389
E01012616,Health Deprivation and Disability,Score,0.328
E01012659,Health Deprivation and Disability,Score,0.51
E01012660,Health Deprivation and Disability,Score,0.031
E01012661,Health Deprivation and Disability,Score,0.864
E01012592,Health Deprivation and Disability,Score,0.338
E01012628,Health Deprivation and Disability,Score,-0.344
E01032485,Health Deprivation and Disability,Score,-0.631
E01032486,Health Deprivation and Disability,Score,-0.434
